OGS	sub_rate	Avg_record	align_len	No_seq	recovery	meanGC
EOG7G7XCM	0.252358490566	514.31372549	848	51	high	46.5910810286444
EOG7GFNTW	0.263247863248	413.16	585	50	high	42.0731916874204
EOG7GFNTZ	0.239015817223	360.391304348	569	46	high	36.4537381692044
EOG7GFNV0	0.261984392419	617.777777778	897	27	medium	36.9562986061894
EOG7GFNVV	0.198717948718	202.9	312	30	medium	40.9394522077784
EOG7GFNWF	0.280952380952	218.830188679	420	53	high	45.2200204609486
EOG7GR8K3	0.207142857143	165	420	21	medium	39.8044997977995
EOG7GV4SM	0.19937694704	721.307692308	963	52	high	42.0598875127728
EOG7GV4SQ	0.344506517691	622.5	1074	46	high	45.5917403550951
EOG7GZ118	0.308598351001	530.846153846	849	39	medium	40.081641207936
EOG7H1W87	0.248095756257	581.595744681	919	47	high	42.8341205994562
EOG7H1W9B	0.0858143607706	387.79245283	571	53	high	47.7004400066155
EOG7H1W9G	0.229896907216	323.660377358	970	53	high	39.9233454779999
EOG7H4RJ0	0.264036418816	316.79245283	659	53	high	41.1987703341974
EOG7H4RJC	0.301255230126	195.773584906	478	53	high	37.6315563778688
EOG7HBGZV	0.326899879373	588.039215686	829	51	high	39.0788550514318
EOG7HBH04	0.446215139442	503.333333333	753	36	medium	50.5712168704848
EOG7HJ7FQ	0.482721382289	568.566037736	926	53	high	38.9777480286052
EOG7HJ7G0	0.236	517.35	750	40	medium	37.9295611278433
EOG7HN3PP	0.289146644573	669.115384615	1207	52	high	43.3107996635923
EOG7HN3PR	0.266315789474	589.729166667	950	48	high	45.9674182073159
EOG7HN3Q1	0.227960819234	722.953488372	1123	43	high	38.8528553722127
EOG7HN3QX	0.321513002364	395.603773585	846	53	high	36.533472191762
EOG7HQZXZ	0.241042345277	138.1	307	10	low	32.0343078075587
EOG7HQZZ9	0.135761589404	404.423076923	604	52	high	46.8106876632997
EOG7HQZZX	0.313323572474	392.075471698	683	53	high	37.5657872167952
EOG7HQZZZ	0.30035335689	277.375	566	48	high	37.1745407928151
EOG7HTV5G	0.363815142576	609.576923077	1017	52	high	37.1717989125213
EOG7HTV68	0.272151898734	350.568181818	474	44	high	38.7686988687536
EOG7HTV6J	0.293310463122	200.764705882	583	51	high	40.7895341110647
EOG7HXQDQ	0.282828282828	291.980769231	495	52	high	36.0554810019148
EOG7HXQF1	0.27604726101	518.79245283	931	53	high	42.1113257532602
EOG7J1KQH	0.251336898396	142.307692308	374	52	high	41.6872093756629
EOG7J4FWC	0.309446254072	183.888888889	307	36	medium	36.3090659514115
EOG7JB6CJ	0.283126787417	760.943396226	1049	53	high	41.7830002690413
EOG7JF2MN	0.324577861163	580.056603774	1066	53	high	37.111335594617
EOG7JF2MX	0.301960784314	416.76	765	50	high	45.8501356971228
EOG7JQPC7	0.229885057471	299.4375	522	16	low	36.5576739315752
EOG7JTJK2	0.362355953905	506.324324324	781	37	medium	37.1811940931331
EOG7JTJM6	0.220588235294	183.857142857	408	21	medium	36.2815280296948
EOG7JXDSV	0.215447154472	409.36	492	25	medium	44.2219167680112
EOG7K191N	0.273	674.692307692	1000	52	high	39.9047114416795
EOG7K191S	0.301418439716	618.558139535	846	43	high	37.7046614251026
EOG7K1920	0.345679012346	546.512195122	891	41	high	41.7127175928815
EOG7K192N	0.271895424837	494.244897959	765	49	high	39.7671376580114
EOG7K458J	0.322580645161	372.416666667	558	36	medium	40.1725515029885
EOG7K458R	0.347122302158	430.595744681	556	47	high	41.2983911008907
EOG7K4595	0.2004048583	664.75	988	48	high	40.4355747361256
EOG7K9WSC	0.283615819209	618.056603774	885	53	high	39.5321507913046
EOG7K9WT2	0.207547169811	219.230769231	424	52	high	37.6291797848977
EOG7KHN7Z	0.331695331695	582.76	814	50	high	39.4994822961746
EOG7KHN8M	0.28025477707	285.446808511	471	47	high	37.3623085441593
EOG7KHN9C	0.304347826087	93.320754717	368	53	high	40.7177744757743
EOG7KMHH5	0.338120104439	200.962264151	766	53	high	46.0254007988141
EOG7KQCQ9	0.285440613027	279.4	522	15	low	39.2241570028059
EOG7KQCRK	0.166666666667	200.02173913	294	46	high	45.9578315887412
EOG7KX46N	0.329501915709	699.230769231	1044	52	high	37.4880944294057
EOG7KX46W	0.318051575931	378.018867925	698	53	high	38.2384246831005
EOG7M10DZ	0.304239401496	517.4	802	50	high	46.8341018245524
EOG7M10G1	0.275	396.5	680	44	high	38.9819404515748
EOG7M3VP6	0.306742640076	777.490566038	1053	53	high	43.4986668537816
EOG7M3VPJ	0.273885350318	219.34375	471	32	medium	38.871859385082
EOG7M9M56	0.224137931034	520.74	754	50	high	40.0535163814335
EOG7M9M5K	0.295454545455	419.5625	792	48	high	36.8599479392719
EOG7MDGCR	0.215773809524	440.461538462	672	39	medium	37.4609750651908
EOG7MDGF1	0.282	254.094339623	500	53	high	39.4481953229965
EOG7MHBMV	0.256097560976	252.469387755	410	49	high	42.4959591336818
EOG7MM6VN	0.165845648604	336.315789474	609	19	low	38.9759225491743
EOG7MM6VW	0.430615164521	441.108695652	699	46	high	37.6279382549353
EOG7MM6X6	0.314285714286	250.823529412	420	51	high	40.5229166614789
EOG7MQ34S	0.153846153846	177.679245283	598	53	high	41.1968255578518
EOG7MQ34Z	0.207729468599	294.75	621	52	high	40.8384384629956
EOG7MQ35B	0.188118811881	141.346153846	303	52	high	42.3270352162742
EOG7MSZBJ	0.348275862069	755.75	1160	40	medium	44.2953553960552
EOG7MSZBM	0.275657336726	694.22	1179	50	high	39.6425140245438
EOG7N0PTX	0.241796200345	387.804878049	579	41	high	40.1359376127774
EOG7N0PVR	0.194899817851	224.725	549	40	medium	38.1548556318533
EOG7N3K2K	0.243944636678	366.2	578	40	medium	40.0424007836862
EOG7N6F9B	0.27508650519	411.392857143	578	28	medium	38.063638940189
EOG7N6F9C	0.330275229358	375.734693878	654	49	high	40.9658628553699
EOG7N6F9N	0.290429042904	212.37254902	606	51	high	46.9072793319325
EOG7N99J1	0.290476190476	232.428571429	420	42	high	48.5058037356781
EOG7N99KX	0.194630872483	247.98	447	50	high	40.5901238430536
EOG7ND5S8	0.261339092873	1160.31111111	1389	45	high	37.2109304139053
